id,name,category,subcategory,rarity,professions,region,short_summary,icon
32717,Mossy Bandage Roll,Consumable,Potion,Common,Mining,Emberford,"Emberford potion consumable: recommended by old timers, often a alchemy base.",consumable_mossy_bandage_roll.png
32718,Glowcap Receipt,Document,Letter,Uncommon,None,Glimmerdeep,"Glimmerdeep letter document: common among dockhands, often a camp utility.",document_glowcap_receipt.png
32719,Frostbit Syrup,Consumable,Bandage,Rare,None,Greatwood,"Greatwood bandage consumable: smells faintly of cedar, often a armor patching.",consumable_frostbit_syrup.png
32720,Mossy Roster,Document,Permit,Common,None,Frostbriar,"Frostbriar permit document: a staple in cold camps, often a alchemy base.",document_mossy_roster.png
32721,Sturdy Page,Document,Letter,Common,None,Emberford,"Emberford letter document: favored by local scouts, often a salt-proofing aid.",document_sturdy_page.png
32722,Tin-chimed Permit,Document,Permit,Common,None,Glimmerdeep,"Glimmerdeep permit document: used in field repairs, often a fishing bait.",document_tin_chimed_permit.png
32723,Frostbit Rind,Ingredient,Mushroom,Uncommon,Cooking,Hollowroot,"Hollowroot mushroom ingredient: common among dockhands, often a alchemy base.",ingredient_frostbit_rind.png
32724,Windworn Page,Document,Field Notes,Common,None,Saltmarrow,"Saltmarrow field notes document: packed for storms, often a quest turn-in.",document_windworn_page.png
32725,Tin-chimed Biscuit,Consumable,Salve,Common,Engineering,Saltmarrow,"Saltmarrow salve consumable: common among dockhands, often a salt-proofing aid.",consumable_tin_chimed_biscuit.png
32726,Faded Coat of the Wharf,Gear,Mace,Rare,None,Hollowroot,"Hollowroot mace gear: sought by apprentices, often a quest turn-in.",gear_faded_coat_of_the_wharf.png
32727,Ash-dusted Slab,Material,Glass,Common,Fishing,Hollowroot,"Hollowroot glass material: stains fingers dark, often a crafting reagent.",material_ash_dusted_slab.png
32728,Mossy Stone,Curio,Mask,Uncommon,None,Emberford,"Emberford mask curio: sought by apprentices, often a alchemy base.",curio_mossy_stone.png
32729,Cedar-scented Mace of Silt,Gear,Staff,Common,Blacksmithing,Frostbriar,"Frostbriar staff gear: recommended by old timers, often a vendor staple.",gear_cedar_scented_mace_of_silt.png
32730,Candle-smoke Lens,Curio,Mask,Uncommon,None,Hollowroot,"Hollowroot mask curio: kept for superstition, often a vendor staple.",curio_candle_smoke_lens.png
32731,Salt-stained Pith,Ingredient,Fish,Uncommon,Herbalism,Emberford,"Emberford fish ingredient: recommended by old timers, often a vendor staple.",ingredient_salt_stained_pith.png
32732,River-smooth Chit,Curio,Mask,Uncommon,None,Emberford,"Emberford mask curio: common among dockhands, often a armor patching.",curio_river_smooth_chit.png
32733,Harbor-wet Bow of Frost,Gear,Ring,Common,None,Emberford,"Emberford ring gear: packed for storms, often a ritual prop.",gear_harbor_wet_bow_of_frost.png
32734,Harbor-wet Salt,Material,Hide,Common,Skinning,Frostbriar,"Frostbriar hide material: recommended by old timers, often a salt-proofing aid.",material_harbor_wet_salt.png
32735,Worn Bill,Document,Letter,Common,None,Greatwood,"Greatwood letter document: favored by local scouts, often a quest turn-in.",document_worn_bill.png
32736,River-smooth Buckler of Frost,Gear,Bow,Common,None,Hollowroot,"Hollowroot bow gear: sought by apprentices, often a map clue.",gear_river_smooth_buckler_of_frost.png
32737,Glowcap Shield of the Wharf,Gear,Dagger,Common,Cooking,Greatwood,"Greatwood dagger gear: valued for its clean burn, often a camp utility.",gear_glowcap_shield_of_the_wharf.png
32738,Glowcap Slab,Material,Ore,Common,Fishing,Hollowroot,"Hollowroot ore material: valued for its clean burn, often a vendor staple.",material_glowcap_slab.png
32739,Mire-touched Staff of the Mire,Gear,Plate,Common,Mining,Hollowroot,"Hollowroot plate gear: recommended by old timers, often a armor patching.",gear_mire_touched_staff_of_the_mire.png
32740,Tin-chimed Page,Document,Ledger,Common,None,Frostbriar,"Frostbriar ledger document: favored by local scouts, often a camp utility.",document_tin_chimed_page.png
32741,Candle-smoke Gloves of the Wharf,Gear,Ring,Rare,Enchanting,Emberford,"Emberford ring gear: a staple in cold camps, often a quest turn-in.",gear_candle_smoke_gloves_of_the_wharf.png
32742,Mire-touched Note,Document,Map Fragment,Common,None,Glimmerdeep,"Glimmerdeep map fragment document: smells faintly of cedar, often a camp utility.",document_mire_touched_note.png
32743,Harbor-wet Syrup,Consumable,Tonic,Common,Woodworking,Emberford,"Emberford tonic consumable: recommended by old timers, often a salt-proofing aid.",consumable_harbor_wet_syrup.png
32744,Harbor-wet Permit,Document,Map Fragment,Rare,None,Saltmarrow,"Saltmarrow map fragment document: kept for superstition, often a ritual prop.",document_harbor_wet_permit.png
32745,Harbor-wet Patch,Material,Glass,Common,Alchemy,Greatwood,"Greatwood glass material: smells faintly of cedar, often a camp utility.",material_harbor_wet_patch.png
32746,Roughspun Ration,Consumable,Potion,Uncommon,Cooking,Glimmerdeep,"Glimmerdeep potion consumable: common among dockhands, often a camp utility.",consumable_roughspun_ration.png
32747,Ash-dusted Stew,Consumable,Tea,Uncommon,Enchanting,Hollowroot,"Hollowroot tea consumable: smells faintly of cedar, often a alchemy base.",consumable_ash_dusted_stew.png
32748,Pine-sap Sash of the Trail,Gear,Staff,Common,Engineering,Frostbriar,"Frostbriar staff gear: common among dockhands, often a trap component.",gear_pine_sap_sash_of_the_trail.png
32749,Briarbound Cowl,Gear,Necklace,Uncommon,Enchanting,Hollowroot,"Hollowroot necklace gear: carried for long treks, often a vendor staple.",gear_briarbound_cowl.png
32750,Iron-banded Bow,Gear,Plate,Common,Skinning,Hollowroot,"Hollowroot plate gear: packed for storms, often a trap component.",gear_iron_banded_bow.png
32751,Harbor-wet Scribble,Document,Ledger,Uncommon,None,Greatwood,"Greatwood ledger document: rings softly when shaken, often a buff ingredient.",document_harbor_wet_scribble.png
32752,Roughspun Chew,Consumable,Oil,Common,Skinning,Greatwood,"Greatwood oil consumable: smells faintly of cedar, often a crafting reagent.",consumable_roughspun_chew.png
32753,Roughspun Memo,Document,Ledger,Uncommon,None,Frostbriar,"Frostbriar ledger document: stains fingers dark, often a crafting reagent.",document_roughspun_memo.png
32754,Worn Pin,Curio,Game Piece,Rare,None,Glimmerdeep,"Glimmerdeep game piece curio: carried for long treks, often a vendor staple.",curio_worn_pin.png
32755,Worn Wire,Material,Wood,Common,Mining,Frostbriar,"Frostbriar wood material: favored by local scouts, often a trap component.",material_worn_wire.png
32756,Salt-stained Thread,Material,Fiber,Uncommon,Herbalism,Greatwood,"Greatwood fiber material: a staple in cold camps, often a camp utility.",material_salt_stained_thread.png
32757,Frostbit Lens,Curio,Keepsake,Uncommon,None,Hollowroot,"Hollowroot keepsake curio: stains fingers dark, often a ritual prop.",curio_frostbit_lens.png
32758,Cedar-scented Salt,Material,Stone,Common,Engineering,Emberford,"Emberford stone material: kept for superstition, often a fishing bait.",material_cedar_scented_salt.png
32759,Windworn Petal,Ingredient,Root,Common,Enchanting,Emberford,"Emberford root ingredient: smells faintly of cedar, often a buff ingredient.",ingredient_windworn_petal.png
32760,Salt-stained Scribble,Document,Permit,Common,None,Frostbriar,"Frostbriar permit document: favored by local scouts, often a vendor staple.",document_salt_stained_scribble.png
32761,Mossy Voucher,Document,Letter,Common,None,Greatwood,"Greatwood letter document: smells faintly of cedar, often a crafting reagent.",document_mossy_voucher.png
32762,Cedar-scented Draft,Consumable,Tonic,Common,Cooking,Saltmarrow,"Saltmarrow tonic consumable: stains fingers dark, often a buff ingredient.",consumable_cedar_scented_draft.png
32763,Candle-smoke Bandage Roll,Consumable,Bandage,Common,Cooking,Hollowroot,"Hollowroot bandage consumable: smells faintly of cedar, often a salt-proofing aid.",consumable_candle_smoke_bandage_roll.png
32764,Iron-banded Scale,Ingredient,Insect,Uncommon,Blacksmithing,Saltmarrow,"Saltmarrow insect ingredient: carried for long treks, often a ritual prop.",ingredient_iron_banded_scale.png
32765,Worn Liniment,Consumable,Bandage,Rare,Blacksmithing,Glimmerdeep,"Glimmerdeep bandage consumable: a staple in cold camps, often a alchemy base.",consumable_worn_liniment.png
32766,Salt-stained Marker,Curio,Charm,Rare,None,Saltmarrow,"Saltmarrow charm curio: rings softly when shaken, often a trap component.",curio_salt_stained_marker.png
32767,Faded Bow of the Trail,Gear,Axe,Common,Enchanting,Greatwood,"Greatwood axe gear: a staple in cold camps, often a vendor staple.",gear_faded_bow_of_the_trail.png
32768,Cedar-scented Ingot,Material,Bone,Common,Enchanting,Glimmerdeep,"Glimmerdeep bone material: kept for superstition, often a alchemy base.",material_cedar_scented_ingot.png
32769,River-smooth Syrup,Consumable,Potion,Common,Woodworking,Frostbriar,"Frostbriar potion consumable: favored by local scouts, often a trap component.",consumable_river_smooth_syrup.png
32770,River-smooth Rivet,Material,Wood,Common,None,Greatwood,"Greatwood wood material: packed for storms, often a alchemy base.",material_river_smooth_rivet.png
32771,Candle-smoke Charm,Curio,Tooling,Uncommon,None,Frostbriar,"Frostbriar tooling curio: sought by apprentices, often a crafting reagent.",curio_candle_smoke_charm.png
32772,Kelp-woven Dispatch,Document,Letter,Common,None,Hollowroot,"Hollowroot letter document: kept for superstition, often a salt-proofing aid.",document_kelp_woven_dispatch.png
32773,Silt-grit Marker,Curio,Keepsake,Rare,None,Greatwood,"Greatwood keepsake curio: recommended by old timers, often a buff ingredient.",curio_silt_grit_marker.png
32774,Lanternlit Chew,Consumable,Bandage,Rare,Fishing,Saltmarrow,"Saltmarrow bandage consumable: kept for superstition, often a quest turn-in.",consumable_lanternlit_chew.png
32775,Salt-stained Root,Ingredient,Sap,Common,None,Frostbriar,"Frostbriar sap ingredient: rings softly when shaken, often a fishing bait.",ingredient_salt_stained_root.png
32776,Glowcap Knot,Curio,Game Piece,Common,None,Emberford,"Emberford game piece curio: recommended by old timers, often a crafting reagent.",curio_glowcap_knot.png
32777,Briarbound Permit,Document,Permit,Common,None,Hollowroot,"Hollowroot permit document: sought by apprentices, often a map clue.",document_briarbound_permit.png
32778,Mossy Dagger,Gear,Dagger,Common,Skinning,Glimmerdeep,"Glimmerdeep dagger gear: traded at night markets, often a trap component.",gear_mossy_dagger.png
32779,Briarbound Warrant,Document,Map Fragment,Common,None,Hollowroot,"Hollowroot map fragment document: common among dockhands, often a fishing bait.",document_briarbound_warrant.png
32780,Silt-grit Helm of Moss,Gear,Mace,Common,None,Saltmarrow,"Saltmarrow mace gear: packed for storms, often a ritual prop.",gear_silt_grit_helm_of_moss.png
32781,Faded Syrup,Consumable,Bandage,Uncommon,Skinning,Saltmarrow,"Saltmarrow bandage consumable: used in field repairs, often a vendor staple.",consumable_faded_syrup.png
32782,Worn Thread,Material,Stone,Common,Alchemy,Emberford,"Emberford stone material: smells faintly of cedar, often a camp utility.",material_worn_thread.png
32783,Pine-sap Pendant of Moss,Gear,Cloth,Uncommon,Fishing,Hollowroot,"Hollowroot cloth gear: recommended by old timers, often a crafting reagent.",gear_pine_sap_pendant_of_moss.png
32784,Brine-cured Warrant,Document,Field Notes,Common,None,Greatwood,"Greatwood field notes document: rings softly when shaken, often a quest turn-in.",document_brine_cured_warrant.png
32785,Frostbit Cord,Curio,Tooling,Uncommon,None,Greatwood,"Greatwood tooling curio: traded at night markets, often a crafting reagent.",curio_frostbit_cord.png
32786,Harbor-wet Sash of the Mire,Gear,Trinket,Rare,Mining,Greatwood,"Greatwood trinket gear: packed for storms, often a vendor staple.",gear_harbor_wet_sash_of_the_mire.png
32787,Windworn Seed,Ingredient,Meat,Uncommon,None,Saltmarrow,"Saltmarrow meat ingredient: a staple in cold camps, often a ritual prop.",ingredient_windworn_seed.png
32788,Windworn Receipt,Document,Ledger,Rare,None,Emberford,"Emberford ledger document: rings softly when shaken, often a camp utility.",document_windworn_receipt.png
32789,Worn Knot,Curio,Sample Jar,Uncommon,None,Hollowroot,"Hollowroot sample jar curio: rings softly when shaken, often a camp utility.",curio_worn_knot.png
32790,Windworn Dagger of Moss,Gear,Shield,Common,Cooking,Hollowroot,"Hollowroot shield gear: smells faintly of cedar, often a fishing bait.",gear_windworn_dagger_of_moss.png
32791,Iron-banded Ration,Consumable,Oil,Common,Mining,Frostbriar,"Frostbriar oil consumable: packed for storms, often a ritual prop.",consumable_iron_banded_ration.png
32792,Lanternlit Badge,Curio,Token,Rare,None,Emberford,"Emberford token curio: smells faintly of cedar, often a ritual prop.",curio_lanternlit_badge.png
32793,Lanternlit Plate,Material,Fiber,Common,Woodworking,Saltmarrow,"Saltmarrow fiber material: used in field repairs, often a crafting reagent.",material_lanternlit_plate.png
32794,Kelp-woven Ingot,Material,Bone,Rare,Blacksmithing,Emberford,"Emberford bone material: smells faintly of cedar, often a crafting reagent.",material_kelp_woven_ingot.png
32795,Glowcap Biscuit,Consumable,Tonic,Uncommon,Engineering,Frostbriar,"Frostbriar tonic consumable: rings softly when shaken, often a alchemy base.",consumable_glowcap_biscuit.png
32796,Candle-smoke Mace of Brine,Gear,Bow,Rare,Engineering,Greatwood,"Greatwood bow gear: traded at night markets, often a trap component.",gear_candle_smoke_mace_of_brine.png
32797,River-smooth Pickle,Consumable,Tea,Uncommon,Enchanting,Emberford,"Emberford tea consumable: used in field repairs, often a map clue.",consumable_river_smooth_pickle.png
32798,Faded Poultice,Consumable,Potion,Uncommon,Alchemy,Glimmerdeep,"Glimmerdeep potion consumable: a staple in cold camps, often a salt-proofing aid.",consumable_faded_poultice.png
32799,Lanternlit Grit,Ingredient,Tea Leaf,Common,Alchemy,Saltmarrow,"Saltmarrow tea leaf ingredient: valued for its clean burn, often a trap component.",ingredient_lanternlit_grit.png
32800,Pine-sap Roster,Document,Permit,Rare,None,Frostbriar,"Frostbriar permit document: kept for superstition, often a trap component.",document_pine_sap_roster.png
32801,Windworn Syrup,Consumable,Potion,Common,Enchanting,Saltmarrow,"Saltmarrow potion consumable: sought by apprentices, often a ritual prop.",consumable_windworn_syrup.png
32802,Glowcap Knot,Ingredient,Tea Leaf,Common,Enchanting,Hollowroot,"Hollowroot tea leaf ingredient: a staple in cold camps, often a alchemy base.",ingredient_glowcap_knot.png
32803,Windworn Figurine,Curio,Game Piece,Common,None,Saltmarrow,"Saltmarrow game piece curio: valued for its clean burn, often a alchemy base.",curio_windworn_figurine.png
32804,Pine-sap Resin,Material,Salt,Common,Skinning,Glimmerdeep,"Glimmerdeep salt material: used in field repairs, often a ritual prop.",material_pine_sap_resin.png
32805,Soot-black Clasp,Material,Glass,Common,Blacksmithing,Hollowroot,"Hollowroot glass material: a staple in cold camps, often a ritual prop.",material_soot_black_clasp.png
32806,Iron-banded Pauldrons of Moss,Gear,Cloth,Common,Fishing,Saltmarrow,"Saltmarrow cloth gear: valued for its clean burn, often a alchemy base.",gear_iron_banded_pauldrons_of_moss.png
32807,Cedar-scented Thread,Material,Salt,Uncommon,None,Saltmarrow,"Saltmarrow salt material: carried for long treks, often a vendor staple.",material_cedar_scented_thread.png
