id,name,category,subcategory,rarity,professions,region,short_uses,file_name
63650,Dusk Gizmo 63650,Consumable,Salve,Common,Mining,Deepwatch,Everyday field supply that reduces downtime.,item_63650.png
63651,Ashen Hook 63651,Document,Letter,Common,Alchemy,Saltmarrow tidepools,Readable lore drop that hints at routes and secrets.,item_63651.png
63652,Ashen Ink Hood 63652,Gear,Cloth Hood,Common,Cooking,Saltmarrow tidepools,Baseline leveling piece with steady stats and simple flavor.,item_63652.png
63653,Mireborn Skein 63653,Tool,Lockpick,Uncommon,Fishing,Emberford outskirts,Utility item for travel salvage and exploration.,item_63653.png
63654,Stormkissed Brew 63654,Quest,Quest Item,Common,Engineering,Emberford outskirts,Objective item for contracts and errands.,item_63654.png
63655,Mireborn Fillet 63655,Trophy,Claw,Common,Fishing,Duskhollow bogs,Monster proof used for bounties and turn-ins.,item_63655.png
63656,Lanternlit Band 63656,Trinket,Charm,Uncommon,Leatherworking,Frost Caverns,Minor passive charm with low-power utility.,item_63656.png
63657,Saltstained Pike 63657,Ingredient,Meat,Common,Engineering,Deepwatch,Common crafting input used across cooking and alchemy.,item_63657.png
63658,Glimmering Charm 63658,Map,Cave Map,Uncommon,Herbalism,Ashen Ridge terraces,Simple navigation aid that points to micro-locations.,item_63658.png
63659,Frostbound Stitch 63659,Toy,Wooden Doll,Common,Tailoring,Emberford outskirts,Harmless fun item with small social value.,item_63659.png
63660,Market Lantern 63660,Trophy,Claw,Common,None,Bramblefold hedges,Monster proof used for bounties and turn-ins.,item_63660.png
63661,Bramble Cog 63661,World Object,Cache,Uncommon,Cooking,Saltmarrow tidepools,Placeable/interactive world piece for events.,item_63661.png
63662,Frostbound Token 63662,Toy,Wooden Doll,Uncommon,Cooking,Duskhollow bogs,Harmless fun item with small social value.,item_63662.png
63663,Dusk Brew 63663,Trinket,Sigil,Common,Engineering,Saltmarrow tidepools,Minor passive charm with low-power utility.,item_63663.png
63664,Cinder Fillet 63664,World Object,Cairn,Common,Jewelry,Glimmerdeep shore,Placeable/interactive world piece for events.,item_63664.png
63665,Warden's Lantern 63665,Tool,Chisel,Rare,Engineering,Saltmarrow strand,Utility item for travel salvage and exploration.,item_63665.png
63666,Hearthworn Pike 63666,Alchemy,Distillate,Common,Leatherworking,Frostbriar trails,Reliable reagent for low to mid-tier mixtures.,item_63666.png
63667,Frostbound Cairn 63667,Material,Ore,Uncommon,Enchanting,Deepwatch,Core trade material used in many early recipes.,item_63667.png
63668,Frostbound Cog 63668,Toy,Spin Top,Common,Herbalism,Frost Caverns,Harmless fun item with small social value.,item_63668.png
63669,Warden's Ledger 63669,Curio,Token,Common,Alchemy,Frostbriar trails,Flavor drop that feeds quests vendors and collectors.,item_63669.png
63670,Market Pike 63670,Tool,Rope,Rare,Tailoring,Glimmerdeep canals,Utility item for travel salvage and exploration.,item_63670.png
63671,Lanternlit Cairn 63671,Quest,Quest Item,Uncommon,Engineering,Bramblefold hedges,Objective item for contracts and errands.,item_63671.png
63672,Rivercut Token 63672,Trinket,Stone,Common,Engineering,Deepwatch,Minor passive charm with low-power utility.,item_63672.png
63673,Dusk Compass 63673,Map,Trail Map,Common,Fishing,Frost Caverns,Simple navigation aid that points to micro-locations.,item_63673.png
63674,Bramble Band Axe 63674,Gear,Axe,Common,Smithing,Saltmarrow strand,Baseline leveling piece with steady stats and simple flavor.,item_63674.png
63675,Market Seal 63675,Document,Map Scrap,Common,Cooking,Duskhollow bogs,Readable lore drop that hints at routes and secrets.,item_63675.png
63676,Stormkissed Spice 63676,Map,Trail Map,Uncommon,Fishing,Emberford outskirts,Simple navigation aid that points to micro-locations.,item_63676.png
63677,Glimmering Gizmo 63677,Quest,Quest Item,Common,Alchemy,Bramblefold hedges,Objective item for contracts and errands.,item_63677.png
63678,Saltstained Token 63678,Tool,Lockpick,Uncommon,Smithing,Saltmarrow strand,Utility item for travel salvage and exploration.,item_63678.png
63679,Saltstained Needle 63679,Consumable,Tea,Common,Leatherworking,Emberford outskirts,Everyday field supply that reduces downtime.,item_63679.png
63680,Hearthworn Pouch 63680,World Object,Cache,Common,Enchanting,Emberford outskirts,Placeable/interactive world piece for events.,item_63680.png
63681,Cinder Charm 63681,Material,Leather,Common,Enchanting,Glimmerdeep shore,Core trade material used in many early recipes.,item_63681.png
63682,Frostbound Rivet 63682,Trinket,Charm,Common,Enchanting,Deepwatch,Minor passive charm with low-power utility.,item_63682.png
63683,Rivercut Talisman 63683,Material,Dye,Common,Alchemy,Ashen Ridge terraces,Core trade material used in many early recipes.,item_63683.png
63684,Dusk Seal 63684,Document,Map Scrap,Common,Tailoring,Bramblefold hedges,Readable lore drop that hints at routes and secrets.,item_63684.png
63685,Pilgrim's Stitch 63685,Alchemy,Essence,Common,Engineering,Emberford markets,Reliable reagent for low to mid-tier mixtures.,item_63685.png
63686,Bramble Carving 63686,Alchemy,Catalyst,Common,Cooking,Saltmarrow tidepools,Reliable reagent for low to mid-tier mixtures.,item_63686.png
63687,Bramble Band 63687,Ingredient,Grain,Common,Herbalism,Deepwatch,Common crafting input used across cooking and alchemy.,item_63687.png
63688,Oathforged Knife 63688,Curio,Figurine,Common,Jewelry,Frost Caverns,Flavor drop that feeds quests vendors and collectors.,item_63688.png
63689,Glimmering Pouch 63689,Profession Tool,Smith Kit,Common,None,Ashen Ridge terraces,Starter kit enabling profession actions.,item_63689.png
63690,Hearthworn Shard 63690,Profession Tool,Smith Kit,Common,Enchanting,Emberford markets,Starter kit enabling profession actions.,item_63690.png
63691,Oathforged Balm 63691,Tool,Saw,Rare,Fishing,Saltmarrow strand,Utility item for travel salvage and exploration.,item_63691.png
63692,Hearthworn Knot 63692,Trophy,Horn,Common,Smithing,Frost Caverns,Monster proof used for bounties and turn-ins.,item_63692.png
63693,Pilgrim's Ledger Robe 63693,Gear,Cloth Robe,Common,None,Frostbriar trails,Baseline leveling piece with steady stats and simple flavor.,item_63693.png
63694,Glimmering Token 63694,Alchemy,Phial,Common,Cooking,Bramblefold hedges,Reliable reagent for low to mid-tier mixtures.,item_63694.png
63695,Bramble Shard 63695,Alchemy,Reagent,Common,Mining,Saltmarrow tidepools,Reliable reagent for low to mid-tier mixtures.,item_63695.png
63696,Hearthworn Pouch 63696,Material,Cloth Bolt,Uncommon,Tailoring,Saltmarrow strand,Core trade material used in many early recipes.,item_63696.png
63697,Mireborn Hook 63697,Document,Ledger,Common,Tailoring,Bramblefold hedges,Readable lore drop that hints at routes and secrets.,item_63697.png
63698,Hearthworn Hook 63698,Document,Letter,Common,Leatherworking,Glimmerdeep shore,Readable lore drop that hints at routes and secrets.,item_63698.png
63699,Frostbound Fillet 63699,World Object,Marker,Common,Smithing,Glimmerdeep shore,Placeable/interactive world piece for events.,item_63699.png
63700,Pilgrim's Balm 63700,World Object,Cairn,Common,Jewelry,Duskhollow bogs,Placeable/interactive world piece for events.,item_63700.png
63701,Warden's Rivet 63701,Material,Glass,Common,Engineering,Bramblefold hedges,Core trade material used in many early recipes.,item_63701.png
63702,Dusk Needle 63702,Quest,Quest Item,Rare,Alchemy,Saltmarrow strand,Objective item for contracts and errands.,item_63702.png
63703,Mireborn Buckle 63703,Tool,Chisel,Common,Engineering,Frost Caverns,Utility item for travel salvage and exploration.,item_63703.png
63704,Market Pouch 63704,Alchemy,Catalyst,Uncommon,Jewelry,Deepwatch,Reliable reagent for low to mid-tier mixtures.,item_63704.png
63705,Cinder Seal 63705,Profession Tool,Leather Kit,Common,Smithing,Saltmarrow tidepools,Starter kit enabling profession actions.,item_63705.png
63706,Mireborn Needle 63706,Tool,Lockpick,Common,Cooking,Saltmarrow strand,Utility item for travel salvage and exploration.,item_63706.png
63707,Mireborn Balm 63707,Trinket,Stone,Common,Herbalism,Ashen Ridge terraces,Minor passive charm with low-power utility.,item_63707.png
63708,Stormkissed Skein 63708,Document,Field Note,Uncommon,Herbalism,Saltmarrow strand,Readable lore drop that hints at routes and secrets.,item_63708.png
63709,Dusk Fillet 63709,Trinket,Sigil,Common,Tailoring,Ashen Ridge terraces,Minor passive charm with low-power utility.,item_63709.png
63710,Stormkissed Lantern 63710,Key,Salt Key,Rare,Cooking,Saltmarrow tidepools,Basic key used for side doors and caches.,item_63710.png
63711,Rivercut Skein 63711,Alchemy,Catalyst,Rare,Engineering,Deepwatch,Reliable reagent for low to mid-tier mixtures.,item_63711.png
63712,Rivercut Spice 63712,Consumable,Tea,Common,Enchanting,Duskhollow bogs,Everyday field supply that reduces downtime.,item_63712.png
63713,Cinder Ration 63713,Trophy,Scale,Uncommon,Jewelry,Emberford markets,Monster proof used for bounties and turn-ins.,item_63713.png
63714,Glimmering Band 63714,Profession Tool,Leather Kit,Common,Fishing,Emberford markets,Starter kit enabling profession actions.,item_63714.png
63715,Oathforged Pouch 63715,Material,Ore,Common,Herbalism,Emberford outskirts,Core trade material used in many early recipes.,item_63715.png
63716,Warden's Charm 63716,Material,Leather,Uncommon,Jewelry,Glimmerdeep canals,Core trade material used in many early recipes.,item_63716.png
63717,Market Tonic 63717,Material,Dye,Common,Cooking,Saltmarrow tidepools,Core trade material used in many early recipes.,item_63717.png
63718,Pilgrim's Lantern 63718,Consumable,Potion,Uncommon,Tailoring,Deepwatch,Everyday field supply that reduces downtime.,item_63718.png
63719,Lanternlit Token 63719,Document,Ledger,Rare,Leatherworking,Ashen Ridge terraces,Readable lore drop that hints at routes and secrets.,item_63719.png
63720,Cinder Charm 63720,Profession Tool,Jeweler Kit,Common,Leatherworking,Ashen Ridge terraces,Starter kit enabling profession actions.,item_63720.png
63721,Cinder Gizmo 63721,Profession Tool,Cooking Kit,Common,Alchemy,Glimmerdeep shore,Starter kit enabling profession actions.,item_63721.png
63722,Pilgrim's Seal 63722,Curio,Trinket Bit,Uncommon,Tailoring,Emberford outskirts,Flavor drop that feeds quests vendors and collectors.,item_63722.png
63723,Bramble Knife 63723,World Object,Totem,Common,None,Glimmerdeep canals,Placeable/interactive world piece for events.,item_63723.png
63724,Ashen Lantern 63724,Trinket,Sigil,Uncommon,Leatherworking,Emberford markets,Minor passive charm with low-power utility.,item_63724.png
63725,Market Rivet 63725,Map,Cave Map,Common,Engineering,Glimmerdeep shore,Simple navigation aid that points to micro-locations.,item_63725.png
63726,Market Hook 63726,Profession Tool,Jeweler Kit,Rare,Fishing,Glimmerdeep canals,Starter kit enabling profession actions.,item_63726.png
63727,Bramble Pike 63727,Document,Letter,Rare,Smithing,Glimmerdeep shore,Readable lore drop that hints at routes and secrets.,item_63727.png
63728,Stormkissed Pouch 63728,Alchemy,Reagent,Uncommon,Alchemy,Saltmarrow strand,Reliable reagent for low to mid-tier mixtures.,item_63728.png
63729,Bramble Knot 63729,Map,Ruin Sketch,Uncommon,Cooking,Ashen Ridge terraces,Simple navigation aid that points to micro-locations.,item_63729.png
63730,Bramble Buckle 63730,Alchemy,Reagent,Uncommon,Engineering,Frost Caverns,Reliable reagent for low to mid-tier mixtures.,item_63730.png
63731,Stormkissed Shard 63731,Document,Letter,Common,Engineering,Frostbriar trails,Readable lore drop that hints at routes and secrets.,item_63731.png
63732,Bramble Token 63732,Alchemy,Reagent,Common,Mining,Emberford outskirts,Reliable reagent for low to mid-tier mixtures.,item_63732.png
63733,Stormkissed Charm 63733,Profession Tool,Smith Kit,Common,Fishing,Glimmerdeep shore,Starter kit enabling profession actions.,item_63733.png
63734,Stormkissed Ink 63734,Key,Copper Key,Common,Leatherworking,Ashen Ridge terraces,Basic key used for side doors and caches.,item_63734.png
63735,Stormkissed Skein 63735,Alchemy,Catalyst,Uncommon,None,Frostbriar trails,Reliable reagent for low to mid-tier mixtures.,item_63735.png
63736,Hearthworn Totem 63736,World Object,Marker,Rare,Alchemy,Emberford outskirts,Placeable/interactive world piece for events.,item_63736.png
63737,Oathforged Ledger 63737,Trophy,Fang,Common,Mining,Glimmerdeep shore,Monster proof used for bounties and turn-ins.,item_63737.png
63738,Saltstained Knife 63738,Document,Letter,Rare,Engineering,Emberford outskirts,Readable lore drop that hints at routes and secrets.,item_63738.png
63739,Warden's Ration 63739,Ingredient,Herb,Uncommon,Enchanting,Glimmerdeep canals,Common crafting input used across cooking and alchemy.,item_63739.png
63740,Rivercut Spice 63740,Profession Tool,Tailor Kit,Common,Tailoring,Deepwatch,Starter kit enabling profession actions.,item_63740.png
63741,Mireborn Knot 63741,Tool,Knife,Rare,Tailoring,Bramblefold hedges,Utility item for travel salvage and exploration.,item_63741.png
63742,Market Compass 63742,Alchemy,Reagent,Common,Alchemy,Saltmarrow tidepools,Reliable reagent for low to mid-tier mixtures.,item_63742.png
63743,Pilgrim's Pike 63743,Profession Tool,Smith Kit,Rare,Cooking,Glimmerdeep canals,Starter kit enabling profession actions.,item_63743.png
63744,Hearthworn Pike Dagger 63744,Gear,Dagger,Common,Jewelry,Glimmerdeep canals,Baseline leveling piece with steady stats and simple flavor.,item_63744.png
63745,Saltstained Brew 63745,Document,Letter,Common,Alchemy,Glimmerdeep shore,Readable lore drop that hints at routes and secrets.,item_63745.png
63746,Stormkissed Knot 63746,Quest,Quest Item,Uncommon,Enchanting,Glimmerdeep shore,Objective item for contracts and errands.,item_63746.png
63747,Mireborn Shard Shield 63747,Gear,Shield,Common,Mining,Ashen Ridge terraces,Baseline leveling piece with steady stats and simple flavor.,item_63747.png
63748,Cinder Hook 63748,World Object,Cache,Common,Smithing,Ashen Ridge terraces,Placeable/interactive world piece for events.,item_63748.png
63749,Glimmering Stitch 63749,Trophy,Claw,Common,Alchemy,Emberford outskirts,Monster proof used for bounties and turn-ins.,item_63749.png
63750,Warden's Compass 63750,Quest,Quest Item,Common,Engineering,Saltmarrow strand,Objective item for contracts and errands.,item_63750.png
63751,Saltstained Totem 63751,World Object,Marker,Common,Leatherworking,Glimmerdeep canals,Placeable/interactive world piece for events.,item_63751.png
63752,Mireborn Compass 63752,Profession Tool,Tailor Kit,Uncommon,Cooking,Saltmarrow tidepools,Starter kit enabling profession actions.,item_63752.png
63753,Mireborn Balm Trinket 63753,Gear,Trinket,Uncommon,Herbalism,Emberford outskirts,Baseline leveling piece with steady stats and simple flavor.,item_63753.png
63754,Pilgrim's Gizmo 63754,Alchemy,Essence,Common,Herbalism,Emberford outskirts,Reliable reagent for low to mid-tier mixtures.,item_63754.png
63755,Bramble Skein 63755,Key,Iron Key,Rare,Fishing,Deepwatch,Basic key used for side doors and caches.,item_63755.png
63756,Stormkissed Lantern 63756,Trophy,Horn,Uncommon,Smithing,Deepwatch,Monster proof used for bounties and turn-ins.,item_63756.png
63757,Saltstained Fillet 63757,Tool,Saw,Uncommon,Engineering,Ashen Ridge terraces,Utility item for travel salvage and exploration.,item_63757.png
63758,Oathforged Ledger 63758,Toy,Dice,Common,Fishing,Bramblefold hedges,Harmless fun item with small social value.,item_63758.png
63759,Market Charm 63759,Quest,Quest Item,Uncommon,None,Emberford outskirts,Objective item for contracts and errands.,item_63759.png
63760,Market Band 63760,Trinket,Stone,Common,Tailoring,Saltmarrow tidepools,Minor passive charm with low-power utility.,item_63760.png
63761,Market Seal 63761,Quest,Quest Item,Common,Mining,Ashen Ridge terraces,Objective item for contracts and errands.,item_63761.png
63762,Rivercut Pouch 63762,Trinket,Sigil,Common,Smithing,Emberford outskirts,Minor passive charm with low-power utility.,item_63762.png
